,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-97,M,0.004996691,0.007476226,0.012199581,0.022644501,0.009104983,3.415513639,0.010621893,0.024866627,0.246586312,0.190138612,0.141317219,0.014483324,0.00989182,0.013322864,0.01769367,0.024747329,1.23021528,0.598552883,2.407083003,6.133233188,3.606748017,0.950458815,5.622376957,1.852110293,11.27555965,0.021974102,0.018756377,0.732859435,0.039259238,0.007651332,0.183572898,0.041467361,0.01061365,0.203835447,0.143194399,0.212248644,0.099134489,0.010245043,0.213459987,0.294294669,0.93175399,0.04326791,0.590095241,0.062739857,2.274208218,0.012171431,0.204936854,0.04082556,0.447457366,0.017269872,0.036584532,0.023888885,2.880849235,0.043280123,0.020116004,0.046369451,0.278282484,0.031450488,0.037221536,0.13511747,0.039348059,0.50038625,0.058798368,0.074760228,22.76188585,0.0365261,0.016767891,0.004827055,0.006133077,0.028197996,0.020038657,0.133790743,0.636376093,0.002271291,0.164921385,0.096210421,0.022035577,0.027724896,0.005957828,10.9976863,0.073954833,0.004130458,0.010629088,0.01871583,0.016221377,0.006953836,0.047573911,0.235294256,0.615813183,0.025191351,0.157832749,2.186033801,0.042069015,0.012614686,0.048713202,0.066354415,0.234420729,0.754898078,0.733995484,1.499425972,0.033170415,0.026372631,0.008779054,0.119475279,0.029614115,1.053326909,1.374993262,0.085801351,3.376013963,0.000616449,0.394665398,0.015251506,0.348097013,0.064138246,0.136547827,0.11733075,0.12828479,0.668888107,0.727665144,0.010394725,0.203078171,0.201658829,0.110202193,0.000782589,0.012669831,0.028197391,0.02137964,0.003043482,0.01447808,0.027205577
Sample-98,M,0.002205147,0.003870032,0.005038473,0.024766136,0.00448545,1.354611344,0.004604186,0.01190384,0.153079793,0.273975353,0.336960979,0.010045319,0.003698221,0.005978705,0.008608814,0.015309273,0.205337251,0.086148336,0.255257428,0.212068463,0.513964755,0.297227487,0.116134924,0.383083358,0.471565712,0.011292665,0.008842569,1.543531866,0.023280607,0.006568852,1.086661757,0.018588655,0.024175657,0.124904341,7.61064124,0.46753212,0.08513132,0.00572053,1.538465684,0.595271399,2.737533477,0.017929872,1.086971346,0.044856796,1.294621023,0.005863883,0.100490947,0.018784504,1.098393085,0.007792644,0.017566736,0.057190877,6.052465213,0.023002856,0.010010352,0.0206683,0.02714315,0.092505122,0.016629684,0.150399005,0.026683562,1.667206816,0.238066555,0.326183012,8.807002349,0.017876309,0.007812706,0.002712591,0.002831456,0.012610479,0.009362422,0.532371243,1.570973492,0.001087016,0.0834238,0.101138328,0.699848036,0.013517623,0.002865036,0.009430521,3.449763785,0.001932296,0.004737141,0.008602018,0.0076221,0.004661265,0.019359986,17.98853444,1.022838318,0.062802281,0.395779646,0.55888791,0.046400324,0.005967248,0.02255004,0.027165267,5.613270796,0.183344951,0.073640517,3.703340126,0.013168495,0.011985129,0.004013692,0.795462553,0.295870409,0.50244445,0.333300249,0.230710234,2.781893856,0.000302166,6.43540871,0.006754011,1.15349978,1.334171249,2.940220455,1.951073974,0.070957628,0.535554289,0.020555127,0.006200457,0.988648109,1.291916265,0.067674425,0.000818815,0.058979311,0.013181519,0.008684116,0.001943827,0.007720523,0.011325454
Sample-99,M,0.002154294,0.00416235,0.006070238,0.026775872,0.00417238,0.757827348,0.004675395,0.011230382,0.642293359,0.266953023,0.174483932,0.018337527,0.008201409,0.005720855,0.007853373,0.01213285,0.333551404,0.878681207,0.675791868,0.708638454,0.802351493,0.37885997,0.349267096,0.361641163,0.066703891,0.010530416,0.010154233,1.430081465,0.027889145,0.005985616,3.452870987,0.018353206,0.027668095,0.118751297,0.941866184,0.748756985,0.162048728,0.004967308,0.368079459,4.348589402,0.997923867,0.024952454,2.066533237,0.506933026,2.818035614,0.005721203,0.114401959,0.052576308,1.655880935,0.007770488,0.016739283,0.024536369,3.578044308,0.021899441,0.014189412,0.020365152,0.101873192,0.128646735,0.016429863,0.444359346,0.023960435,3.437813154,0.074533345,0.977046451,20.0865301,0.017121264,0.007325158,0.002876973,0.00297539,0.01239588,0.011760362,1.557455481,3.720417935,0.001096969,0.082918263,0.047931006,0.010654926,0.012240039,0.003022435,0.007816382,0.02491215,0.00190057,0.004718188,0.008498297,0.00767439,0.003812301,0.020208663,2.593181558,2.003760619,0.071494237,0.654067664,1.367595717,0.24343717,0.005816751,0.021753288,0.033869536,8.497485554,1.297890647,1.220658499,2.357478995,0.011872229,0.011526448,0.004196051,2.395917027,0.623978529,0.535865803,0.882013127,0.80113812,4.805768775,0.000375524,0.905552346,0.007008089,0.512447188,0.069929722,0.231517114,2.626405875,0.121328405,0.336691845,0.008955771,0.036615328,2.266411759,1.204548323,0.163223963,0.000333298,0.045239273,0.012403273,0.008743293,0.001897688,0.015278962,0.011774259
Sample-100,M,0.001660744,0.014607289,0.004711039,0.032340439,0.003341564,1.769501179,0.003551904,0.012774093,0.327730188,0.219082248,0.076791695,0.009538851,0.0263403,0.004480539,0.007734115,0.054364265,1.289254917,1.364154973,2.240714587,0.974517412,1.989267399,1.345816176,0.458580064,0.601578689,0.061372713,0.007962678,0.010917809,1.64631356,0.061309331,0.019614707,2.281524771,0.014470552,0.054871455,0.317852545,0.568204657,0.231725059,0.365702008,0.013896569,0.143640505,0.782944928,0.73815013,0.024895013,2.345809055,0.027826429,2.280807044,0.004302827,0.18745621,0.085329593,1.682566589,0.005773469,0.01283963,0.01744339,4.78783413,0.023631076,0.050433334,0.223684582,0.032176037,0.499768945,0.012648867,0.356542276,0.027299451,2.35047724,0.176158185,0.349165976,9.785377577,0.014777907,0.005654941,0.038104155,0.007556081,0.009826332,0.037550119,2.804937615,1.463170286,0.002442989,0.067962758,0.038588635,0.026163941,0.01079083,0.003177714,0.007102145,0.026733173,0.001673183,0.011945187,0.006361304,0.005712758,0.003190263,0.044952011,0.817059096,2.450350051,0.034439035,0.56842804,2.967838873,0.019242354,0.004586292,0.017127998,0.040921192,6.915913128,3.927465797,2.002119236,3.970284345,0.009225396,0.051716589,0.005677018,1.521656807,0.121935446,0.401500325,0.683787994,1.972179079,5.701932423,0.001893746,0.204398574,0.006893544,7.750473113,1.010551428,3.726466865,0.493905808,0.455870626,1.161342614,0.024329207,0.004164969,0.386104056,0.114440349,0.054378146,0.000230151,0.070547018,0.021507437,0.017896818,0.001955371,0.128460425,0.017273327
Sample-101,M,0.001931454,0.004239441,0.004423005,0.015211039,0.003820005,1.324127965,0.004243467,0.007912266,0.352275715,0.28820035,0.046871968,0.010201716,0.00858756,0.005161272,0.007122813,0.010525717,1.085347687,1.269141165,2.179681441,0.900442481,1.674531091,1.247190895,0.411977741,0.881168788,0.111652672,0.008934556,0.010086402,0.973183748,0.03124144,0.007881338,1.45521696,0.016806432,0.029352397,0.132646803,0.424270932,0.867204781,0.111423428,0.005879484,0.090851945,2.445983979,0.60827442,0.024382521,2.325549895,0.023723249,2.422472005,0.005222664,0.084398849,0.057007195,1.066671615,0.007144674,0.015543893,0.026014435,2.902709325,0.018453851,0.01268792,0.018917449,0.024744299,0.221569828,0.015100675,0.322167084,0.018220384,4.555120253,0.275863421,0.872669344,13.35669537,0.015576044,0.006576381,0.003161918,0.00272425,0.011281957,0.010545859,1.723039723,3.967061942,0.001078828,0.096402246,0.041712764,0.009188611,0.011297376,0.00275001,0.010201955,0.033013134,0.001717804,0.004427633,0.007417644,0.006860205,0.003452742,0.043715869,0.229515575,1.858618416,0.015531806,0.676008619,2.798238258,0.124749965,0.005350087,0.019759779,0.028049658,13.92006004,4.169889095,2.399269636,4.533156009,0.01060331,0.010560932,0.003635609,3.299278477,0.221411262,0.402492013,0.554875899,1.172276658,4.047600353,0.000323842,0.128543477,0.00616227,0.502344417,0.077093072,0.238516055,2.546839131,0.279183441,0.883583249,0.014788444,0.006214496,0.778649827,0.099313907,0.070225174,0.000287198,0.035543247,0.010212435,0.007339449,0.001770137,0.04006995,0.010581474
Sample-102,M,0.001898052,0.004502761,0.004736652,0.019590718,0.004182628,2.666784221,0.003893665,0.012889343,0.186024984,0.384168399,0.135042504,0.010276122,0.006843168,0.005062411,0.007655699,0.018363197,0.453166602,0.234172007,0.583135563,0.589543484,0.890503334,0.778372818,0.256785617,0.728453158,0.645809872,0.009836633,0.006765634,1.634449075,0.02684133,0.012408017,1.00418037,0.016174443,0.044505025,0.114269605,3.854744304,0.500399078,0.083595072,0.005949525,0.486789355,1.116232615,1.110388808,0.015563336,1.924064122,0.034866224,1.746305988,0.005265914,0.142820251,0.020444913,1.951321161,0.00656995,0.015390788,0.05989986,3.985507764,0.022136775,0.012080615,0.019417789,0.023913288,0.128229244,0.014620455,0.193792164,0.027775995,2.842493165,0.161674147,0.761281688,16.42163132,0.015801773,0.006375988,0.003455695,0.002475012,0.010300822,0.010237275,0.904461554,2.32289942,0.00197299,0.157521894,0.13241633,0.832595421,0.015616834,0.002941891,0.008357008,1.800876591,0.002389249,0.004282222,0.008946807,0.00668116,0.00447256,0.01643633,6.101087479,1.064818179,0.046942215,0.515509141,1.044665188,0.062933977,0.005150913,0.018599131,0.022980912,16.96074903,0.637305016,0.250369858,2.357040601,0.013629879,0.011394272,0.003444738,2.010270776,0.179609829,0.724790395,0.49274253,0.352273412,2.988408231,0.000277625,1.300025153,0.006313011,0.595708924,0.469642824,1.006292142,3.527849373,0.095649615,0.891970465,0.035379169,0.004600377,0.212762081,0.394882246,0.059501617,0.000480217,0.016214617,0.01257217,0.010525545,0.003975515,0.011841266,0.010852736
Sample-103,M,0.002917554,0.005370578,0.006377858,0.022227685,0.006239113,1.611465419,0.005881135,0.011974196,0.181393208,0.183948375,0.102309263,0.014235065,0.016078048,0.007274157,0.011205499,0.039415261,0.323565416,0.115682773,0.468759365,0.431751714,0.863489121,0.538769591,0.116333439,0.549517652,1.974191801,0.012674972,0.010693617,1.948205875,0.038169034,0.01268626,1.18647026,0.024276608,0.111350351,0.258686496,0.362945477,0.42153149,0.19825343,0.017341418,0.171146485,1.378008329,0.69432379,0.022066658,1.618771217,0.045912031,1.914514351,0.007567352,0.40002377,0.031784101,0.853058346,0.010235914,0.021904688,0.084359257,3.959012013,0.029142958,0.01591475,0.028208024,0.034475761,0.213070805,0.021695517,0.322858459,0.055497986,2.575160237,0.1033315,0.621298943,18.65543207,0.022104711,0.010361567,0.00391592,0.004399441,0.016021522,0.014842862,0.960189044,2.232844985,0.002562076,0.124447679,0.484273793,2.749854532,0.016466063,0.003498586,0.014241932,3.642983401,0.002561541,0.006191466,0.010799343,0.009806551,0.005043248,0.025436474,1.127514489,0.979844834,0.026708428,0.520971348,0.764167136,0.100599676,0.007262645,0.028640021,0.035330768,15.88550826,0.60755898,0.181857874,5.701048359,0.016603963,0.015129379,0.005540599,2.200553662,0.087359043,0.561481513,0.476960495,0.252983478,2.376455162,0.000610986,0.49239571,0.00897536,1.568566392,1.206845351,2.862804338,2.443709617,0.504783555,1.595477116,0.063686008,0.005977872,0.149911414,0.287878745,0.06613527,0.000743825,0.209527533,0.01596577,0.018115975,0.003036604,0.055252954,0.01423887
Sample-104,M,0.003298346,0.00707241,0.00757389,0.026547,0.006237171,0.874605881,0.006854048,0.013348189,0.394858332,0.453637893,0.096705613,0.034118308,0.014683623,0.008496233,0.011417647,0.017488908,0.26543763,0.437674927,0.472513143,0.890444673,0.553230846,0.341435863,0.484397778,0.166541172,0.108220962,0.015013753,0.012428379,1.259172651,0.030273351,0.009270122,1.899927117,0.027311262,0.032993112,0.169693343,0.62924453,1.53124014,0.135336406,0.009378832,0.351504104,0.987188511,0.680830665,0.025409149,2.470291546,0.047805644,2.085585087,0.008403356,0.105534215,0.026517378,1.528120506,0.011284614,0.025167585,0.036172755,2.526588849,0.029530801,0.015121248,0.029717635,0.040669568,0.06711516,0.02449027,0.304315387,0.030364601,7.446395688,0.453884779,0.652540045,14.3980208,0.025468022,0.01078701,0.0050285,0.004362532,0.018440325,0.014061917,1.066026737,4.940555942,0.00150886,0.076466402,0.068735351,0.021739049,0.018774317,0.004162042,0.212179477,0.066368766,0.002990177,0.006900273,0.012520391,0.011303642,0.005230121,0.028667239,3.572211615,0.909662658,0.067606444,0.393701954,1.060148849,0.039959375,0.008718362,0.032004375,0.041733832,25.36563421,0.798636189,0.826309842,0.825948641,0.01775304,0.01717344,0.006012598,3.358402454,0.63952567,0.952588035,0.516722286,0.297089648,1.80662603,0.000503107,0.940649237,0.009957687,0.475796627,0.063196087,0.149365456,2.349303515,0.112719231,0.202721699,0.017301074,0.021149066,1.091143619,0.305873539,0.119418288,0.000505165,0.040225224,0.016289516,0.012738464,0.002303637,0.009441709,0.016257988
Sample-105,M,0.002451129,0.007574093,0.006181132,0.026061977,0.005095352,0.796758441,0.005711644,0.011592946,0.416255839,0.655845746,0.081372612,0.025580264,0.012665773,0.006545619,0.009442469,0.017732556,0.332628958,0.483727899,0.593247973,0.660164224,0.693498187,0.33519526,0.366172956,0.174038138,0.15296976,0.012147694,0.009611757,1.142492061,0.031825501,0.008577566,2.454398263,0.021339792,0.038933037,0.129874122,1.339293315,1.173842055,0.123237999,0.00608965,0.339907226,2.185252886,0.654814895,0.02028949,2.72048797,0.067585273,3.429958166,0.006876508,0.086671839,0.024203326,1.538342822,0.009206662,0.019995788,0.069643465,4.728679179,0.026606108,0.017703052,0.023610963,0.037173041,0.118174293,0.019332164,0.535309217,0.040233044,7.59715757,0.418576458,1.824858085,9.606487558,0.020590537,0.008488744,0.005924934,0.00361646,0.014359085,0.013484854,2.675336442,6.519066263,0.001365102,0.067088102,0.093864999,0.423451187,0.014893333,0.003756978,0.009744598,0.20621104,0.002525584,0.005636493,0.010104418,0.009291937,0.004281713,0.022406984,3.983180737,1.995460122,0.086670941,0.43024925,1.009846705,0.028320788,0.007157432,0.025309984,0.032450081,11.82350059,0.589430581,0.466498096,0.700721267,0.014618017,0.014390261,0.004878229,6.554552618,0.870429676,1.420642248,0.867594383,0.753829987,2.585803286,0.000491531,1.068846135,0.008786585,0.578915561,0.092375463,0.233338757,2.510019759,0.134612613,0.248349035,0.00758022,0.066535168,1.654226925,0.273255117,0.095751415,0.00042992,0.032769343,0.01442079,0.012354289,0.002140228,0.012252002,0.014213278
Sample-106,M,0.036780727,0.03481699,0.064968178,0.08139869,0.057963933,1.586491435,0.069122856,0.0837903,0.882096892,1.00606883,0.49287002,0.092759374,0.100358909,0.048049832,0.118406827,0.18261342,0.596454563,0.592631745,0.705464185,0.68180524,1.315850537,0.506883835,0.278331854,0.367280884,0.831186954,0.164073292,0.11289073,2.553569236,0.289012242,0.051725106,2.407483676,0.284359037,0.174946247,1.387978105,1.32488873,0.778177652,0.84504665,0.053896152,0.6276978,0.714302245,1.617643556,0.286077057,2.249940952,0.371536339,3.569550277,0.092845732,0.613405891,0.285759274,1.82675391,0.109641154,0.350602545,0.268769072,2.845705722,0.256308622,0.111021649,0.256214246,0.356560368,0.460354822,0.24946921,1.642425166,0.270726231,1.970258159,0.617077204,0.731654154,6.53332287,0.286432437,0.088820106,0.026599329,0.06880049,0.2284374,0.113407522,1.218965065,3.151260944,0.008084656,0.577803584,0.679259858,0.18543199,0.150205405,0.019795055,0.167091096,0.301635795,0.023612792,0.064482577,0.103184209,0.128809582,0.032603172,0.349457097,4.549122189,1.701569012,0.131476626,0.521242614,1.6798733,0.249128095,0.091257518,0.394181705,0.337612581,4.347031423,0.618478727,0.599687832,1.588594113,0.17135522,0.175107116,0.071375618,1.682052901,0.389782886,1.184838991,1.404813066,0.667902026,3.365343531,0.005969144,1.954693487,0.087789759,1.074013722,0.445155769,0.527920645,2.873366601,0.882465764,0.751037346,0.042822811,0.086371064,3.476182163,1.484458582,1.267996957,0.005288009,0.11105307,0.147538182,0.0806042,0.010623361,0.099723634,0.160800391
Sample-107,M,0.002713797,0.006955957,0.006860789,0.029162129,0.005325188,0.121099964,0.005639697,0.019184529,0.593294358,0.112432588,0.042366432,0.012007287,0.003665114,0.00714967,0.011863189,0.105864284,0.078806331,0.121055346,0.104598344,0.119744785,0.103741391,0.238822797,0.049540012,0.826407882,4.150711602,0.011878406,0.009826457,1.75201022,0.097345379,0.00539251,1.501466201,0.022758521,0.03696212,0.616919105,0.449410939,0.210693167,0.390663672,0.047055387,0.114099387,1.891820273,0.416194648,0.039626688,2.933078738,0.441255455,2.036622404,0.007033871,0.83672845,0.093975411,0.70219641,0.009879227,0.020797149,0.226154586,2.362840864,0.026584659,0.050393876,0.032581955,0.085776262,0.648001102,0.020645203,0.189148004,0.142406972,2.066091179,0.043731154,0.59169151,22.75047032,0.020795508,0.009643866,0.006117576,0.01816813,0.01562873,0.122086447,0.663368268,5.320265378,0.00131455,2.051613575,1.583547599,5.331410628,0.02402039,0.004443151,0.04272522,0.021121839,0.002272463,0.00591792,0.010096865,0.009173678,0.005093843,0.02485286,0.098437349,3.514913913,0.038009254,0.361838986,0.13126019,0.128900808,0.007450296,0.027151446,0.034935174,0.096124693,0.029066783,0.031580639,0.16210791,0.017057489,0.0190044,0.018802555,2.04948152,0.032823022,0.566398399,0.436808943,0.51890229,6.16960616,0.007491451,0.121896485,0.009822316,5.541604488,0.617638117,2.863403742,8.852725869,0.069836641,0.110911877,0.002669827,0.005825585,0.226878748,0.151030635,0.177277426,0.000373178,0.475584532,0.027576429,0.085254096,0.003356096,0.013917747,0.039362712
Sample-108,M,0.001753155,0.005115049,0.007514365,0.056369194,0.004015589,2.800190441,0.003872073,0.018087613,0.324437737,0.129770585,0.053533424,0.010016339,0.003561684,0.005107093,0.00736888,0.014524358,1.05816822,1.122341509,2.071192064,1.815660333,1.214123355,3.875012978,1.670654996,2.538788658,1.656465711,0.008303288,0.006551283,2.757280293,0.037296161,0.007501592,1.552127432,0.015652452,0.006141162,0.157135597,0.900324825,0.069825333,0.193316706,0.004310338,0.220137946,0.468676638,0.348088877,0.018689386,4.140552489,0.849812735,2.169884588,0.004996507,0.236308045,0.025073484,0.86826283,0.006320736,0.015328337,1.412110765,2.15660585,0.019367113,0.026775211,0.020074736,0.043384089,0.187287642,0.013890394,0.083552648,0.023875024,0.618933085,0.1646009,0.211481215,22.19135394,0.013948157,0.006478369,0.004832166,0.005734928,0.010698028,0.044620458,0.480821369,3.490533848,0.000743158,0.364444882,0.146622578,0.009757829,0.014275112,0.003251585,0.045024104,0.016966452,0.001644804,0.004034342,0.00669597,0.005992201,0.002750948,0.0162004,0.784569647,0.911208947,0.193150144,0.33178006,2.311423418,0.022410308,0.005233797,0.018299462,0.427507851,0.150617014,0.705190539,0.834622558,1.654512962,0.02569815,0.011617418,0.005964056,1.178733917,1.031333093,0.939054054,0.325547288,1.141226953,4.027135438,0.001680537,0.330264999,0.006705385,1.36603378,0.448490262,1.122572885,7.720711307,0.053266986,0.685894742,0.009408564,0.004940994,0.084293547,3.436513806,0.133110015,0.000245875,0.032776417,0.012848078,0.041040463,0.005580302,0.010686364,0.031188861
Sample-109,M,0.020048751,0.028664218,0.113013246,0.082987822,0.032057348,1.732986147,0.038210762,0.059975298,1.213713956,0.74667133,0.378220199,0.072792551,0.024219865,0.032717621,0.083513734,0.154092431,0.682833145,0.369096112,0.873155947,0.443633931,1.017645107,0.951713296,0.333453051,0.583989705,1.585194397,0.120287978,0.073167907,3.535445577,0.31522998,0.020164843,2.540321679,0.22824108,0.111661783,1.873037877,1.809332764,0.612090518,1.096409694,0.057784509,0.564583893,1.139892003,1.546928707,0.148601669,3.661003607,1.270584637,4.806948039,0.058701189,0.665375195,0.291206455,1.681319434,0.101334974,0.1912695,0.455624281,4.024335691,0.145298664,0.094521272,0.20641648,0.271189765,0.734426379,0.169085531,1.082885359,0.208276496,2.00908755,1.037258436,1.223436944,5.517912996,0.217973769,0.072737496,0.021496596,0.058819468,0.151300185,0.10428854,1.58914824,4.045969916,0.005465832,0.41550271,0.490022719,0.312967014,0.093607211,0.012233616,0.125625633,0.131315432,0.019576115,0.050167977,0.068874534,0.105088274,0.018083541,0.263372053,2.724345326,2.341830819,0.160665993,0.609655299,1.508137358,0.196940429,0.067069486,0.269597892,0.400670281,0.573921397,0.195121427,0.252175876,0.625778315,0.17210645,0.09154283,0.05890616,2.175011389,0.522993098,0.837819224,2.816514516,0.877110621,5.297774983,0.010007391,1.458493024,0.056733189,1.614342028,0.512751112,0.730106663,2.173492236,0.389797163,0.598101316,0.020086898,0.062506092,1.030795417,1.306710841,0.736668461,0.002805639,0.417627768,0.089120437,0.076511149,0.00713314,0.069771471,0.13183122
Sample-110,M,0.003203569,0.00587555,0.007591771,0.054483139,0.013125621,1.595800226,0.007153722,0.018505974,0.515685066,0.640613632,0.199237157,0.019542859,0.008390997,0.00820422,0.012388185,0.018918308,0.47664031,0.554946851,0.750068249,0.339287873,1.32112744,0.638648567,0.133236192,0.285457146,0.23354259,0.014070354,0.012480633,1.116702277,0.038341521,0.021267363,2.658756708,0.030560268,0.055870056,0.245106955,1.485760305,0.230828977,0.27786479,0.0116509,0.822416208,1.64195488,1.582979558,0.026997858,1.222481635,0.089721225,1.974062172,0.009253478,0.102109435,0.035347084,1.592831039,0.012145851,0.029130573,0.101328345,3.155139816,0.038957255,0.018657025,0.032109892,0.049742709,0.112495084,0.025672652,0.285329269,0.034165538,1.861340485,0.954837052,0.4290012,14.92158785,0.025617587,0.011185894,0.003968315,0.004823728,0.019351425,0.020851074,1.871501693,2.474786202,0.001589412,0.214508009,0.082459015,0.04844311,0.022765601,0.004003342,0.015559871,0.228065978,0.003129794,0.006866848,0.066737253,0.011695619,0.005174142,0.029053187,9.48287094,0.970620495,0.163163642,0.592037124,1.664316565,0.130890367,0.008760186,0.034333031,0.052119815,15.54632422,1.068823742,0.478398018,1.270760975,0.018011578,0.021871106,0.006858262,1.402995278,0.473555454,1.03178302,0.436911676,0.357669181,3.035907504,0.000758709,2.998853848,0.009781049,0.470236026,0.081007756,0.189772076,2.830578354,0.100581915,0.778951938,0.037229341,0.007735197,2.355765565,1.07549825,0.273452437,0.000539687,0.024956054,0.028144929,0.046382505,0.002677039,0.024883922,0.018362634
Sample-111,M,0.001636256,0.008213684,0.005132883,0.015921753,0.004889931,0.65416978,0.003460361,0.010889886,0.815307093,0.330650021,0.076344512,0.01262341,0.008598326,0.004013434,0.006167295,0.037454468,0.633700917,0.554195869,1.06227694,1.031545406,0.589965251,1.211760678,1.486155934,1.67381846,2.841218551,0.007529736,0.005790177,1.493719205,0.013657558,0.005069124,0.796729472,0.013411476,0.005223862,0.085264087,0.368195023,0.963969999,0.201015166,0.007444873,0.173844635,3.635292969,0.562524115,0.020558688,2.770743314,0.297508627,4.099189894,0.004065081,0.08710825,0.049078282,0.988033118,0.005890097,0.013269822,0.096841675,4.225136273,0.015681922,0.017929864,0.016108642,0.023013841,0.039828486,0.012017316,1.593749957,0.045902799,7.734192795,0.256727775,2.717296016,12.62146608,0.012435466,0.005474052,0.00743715,0.002464667,0.008878661,0.013174969,3.411849079,5.972408421,0.000615766,0.188248346,0.257611968,0.610728079,0.009397899,0.003892641,0.016880308,2.919618687,0.001766258,0.003460506,0.006015294,0.005268219,0.002428047,0.015472043,0.080266148,2.775326939,0.026170513,0.685499615,0.821142752,0.018265421,0.004316622,0.015607889,0.020720887,0.029843681,0.364532511,0.365437789,0.939685531,0.017476594,0.008600295,0.003212839,5.973172346,0.178507712,1.473828625,1.812562393,0.94371481,2.568073941,0.000400984,0.426246044,0.006163226,0.980636982,1.097004801,2.308826323,2.515222261,0.171878647,0.337806668,0.012583333,0.003534794,0.063764949,0.099781039,0.152299779,0.001880314,0.006184877,0.009908166,0.013509603,0.002468797,0.008239127,0.010035719
