,Group,Actinomycetaceae,Aerococcus,Aeromonas,Akkermansia,Alcaligenes faecalis et rel.,Allistipes et rel.,Anaerobiospirillum,Anaerofustis,Anaerostipes caccae et rel.,Anaerotruncus colihominis et rel.,Anaerovorax odorimutans et rel.,Aneurinibacillus,Aquabacterium,Asteroleplasma et rel.,Atopobium,Bacillus,Bacteroides fragilis et rel.,Bacteroides intestinalis et rel.,Bacteroides ovatus et rel.,Bacteroides plebeius et rel.,Bacteroides splachnicus et rel.,Bacteroides stercoris et rel.,Bacteroides uniformis et rel.,Bacteroides vulgatus et rel.,Bifidobacterium,Bilophila et rel.,Brachyspira,Bryantella formatexigens et rel.,Bulleidia moorei et rel.,Burkholderia,Butyrivibrio crossotus et rel.,Campylobacter,Catenibacterium mitsuokai et rel.,Clostridia,Clostridium cellulosi et rel.,Clostridium colinum et rel.,Clostridium difficile et rel.,Clostridium felsineum et rel.,Clostridium leptum et rel.,Clostridium nexile et rel.,Clostridium orbiscindens et rel.,Clostridium ramosum et rel.,Clostridium sphenoides et rel.,Clostridium stercorarium et rel.,Clostridium symbiosum et rel.,Clostridium thermocellum et rel.,Collinsella,Coprobacillus catenaformis et rel.,Coprococcus eutactus et rel.,Corynebacterium,Desulfovibrio et rel.,Dialister,Dorea formicigenerans et rel.,Eggerthella lenta et rel.,Enterobacter aerogenes et rel.,Enterococcus,Escherichia coli et rel.,Eubacterium biforme et rel.,Eubacterium cylindroides et rel.,Eubacterium hallii et rel.,Eubacterium limosum et rel.,Eubacterium rectale et rel.,Eubacterium siraeum et rel.,Eubacterium ventriosum et rel.,Faecalibacterium prausnitzii et rel.,Fusobacteria,Gemella,Granulicatella,Haemophilus,Helicobacter,Klebisiella pneumoniae et rel.,Lachnobacillus bovis et rel.,Lachnospira pectinoschiza et rel.,Lactobacillus catenaformis et rel.,Lactobacillus gasseri et rel.,Lactobacillus plantarum et rel.,Lactobacillus salivarius et rel.,Lactococcus,Leminorella,Megamonas hypermegale et rel.,Megasphaera elsdenii et rel.,Methylobacterium,Micrococcaceae,Mitsuokella multiacida et rel.,Moraxellaceae,Novosphingobium,Oceanospirillum,Oscillospira guillermondii et rel.,Outgrouping clostridium cluster XIVa,Oxalobacter formigenes et rel.,Papillibacter cinnamivorans et rel.,Parabacteroides distasonis et rel.,Peptococcus niger et rel.,Peptostreptococcus anaerobius et rel.,Peptostreptococcus micros et rel.,Phascolarctobacterium faecium et rel.,Prevotella melaninogenica et rel.,Prevotella oralis et rel.,Prevotella ruminicola et rel.,Prevotella tannerae et rel.,Propionibacterium,Proteus et rel.,Pseudomonas,Roseburia intestinalis et rel.,Ruminococcus bromii et rel.,Ruminococcus callidus et rel.,Ruminococcus gnavus et rel.,Ruminococcus lactaris et rel.,Ruminococcus obeum et rel.,Serratia,Sporobacter termitidis et rel.,Staphylococcus,Streptococcus bovis et rel.,Streptococcus intermedius et rel.,Streptococcus mitis et rel.,Subdoligranulum variable at rel.,Sutterella wadsworthia et rel.,Tannerella et rel.,Uncultured Bacteroidetes,Uncultured Chroococcales,Uncultured Clostridiales I,Uncultured Clostridiales II,Uncultured Mollicutes,Uncultured Selenomonadaceae,Veillonella,Vibrio,Weissella et rel.,Wissella et rel.,Xanthomonadaceae,Yersinia et rel.
Sample-112,M,0.001425989,0.006622839,0.004453183,0.016920357,0.009009285,1.622681283,0.003051335,0.008373791,0.561212614,0.466302431,0.034190213,0.009591783,0.004309617,0.003780461,0.006167265,0.011910513,1.910417046,1.236095159,2.9475075,2.074759132,1.611753139,2.964634667,3.042816767,3.078078023,2.480398125,0.007239865,0.005255719,1.919371508,0.012289779,0.004371785,0.804851441,0.012131231,0.004663012,0.064268171,0.358615588,0.757029249,0.117326242,0.003356763,0.174079469,1.946526869,0.374022007,0.021786133,2.946331383,0.245842829,2.864375706,0.00373418,0.130959482,0.056087487,0.715729796,0.005249434,0.011324143,0.047834045,3.669832229,0.014576625,0.01160152,0.013970268,0.020157511,0.044615778,0.010781995,0.779552177,0.016755197,5.569174771,0.386876917,1.903946025,14.6554997,0.011235629,0.004793383,0.005818594,0.001851344,0.00792478,0.008628829,1.648621739,4.477169215,0.00054878,0.125502728,0.054052976,0.145763937,0.008233758,0.003059519,0.011676532,1.083109722,0.001338781,0.003163031,0.005253193,0.00468114,0.002316828,0.012939263,0.102189376,2.07802754,0.02665132,0.366769936,2.305359308,0.024846276,0.003997207,0.013876326,0.017442483,0.184973474,1.023570462,1.058056794,1.91913151,0.029163321,0.007640607,0.002657994,3.138614495,0.254304069,2.196339227,1.369117361,0.716717235,2.59687988,0.000230056,0.367547349,0.005205711,0.57711583,0.718048097,1.448337975,3.765768747,0.124426495,0.799693979,0.019339975,0.003046789,0.056674215,0.114975346,0.069316345,0.000571244,0.004494312,0.007611086,0.007296518,0.002742493,0.007075177,0.008015819
Sample-178,M,0.002219071,0.008197204,0.004690071,0.03510468,0.004088831,0.090269589,0.004603721,0.012358533,0.974019092,0.150110876,0.042533194,0.011131097,0.002386076,0.005485683,0.00751901,0.011369308,2.714345406,0.032475848,1.359713343,0.036288068,0.133765948,0.151315376,0.698114007,0.031015397,0.179526599,0.009245722,0.008199268,1.677046045,0.020136889,0.004114737,3.371744471,0.018927547,0.004799393,1.391596746,0.174538095,1.043465121,0.375967299,0.102165339,0.208750379,2.02791364,1.09571812,0.020913894,2.252419236,0.024795061,4.285873402,0.005575126,0.029095069,0.016779987,2.713551737,0.007425369,0.016727058,0.023195602,3.830942022,0.021980499,0.009178393,0.027283452,0.028899772,0.015019173,0.016915462,0.388808236,0.022585655,10.16923256,0.149501358,1.349084888,0.24488574,0.01661562,0.007636267,0.008465982,0.002952882,0.012358386,0.008895386,3.680980825,5.626392258,0.000906869,0.040373515,0.08027202,0.033248523,0.051919649,0.002500361,0.008291704,0.953459282,0.001823156,0.004923389,0.008659423,0.007325891,0.003078278,0.019366654,0.092459958,1.882970778,0.066164359,0.711146591,0.124222593,0.017135183,0.005851487,0.021829038,0.028052499,0.037052931,0.048484644,0.257109986,0.052110402,0.011967851,0.010899664,0.004043014,5.575624238,1.01699314,0.179369014,1.140880106,0.471539508,11.35426197,0.000344093,0.256117787,0.006327237,14.3675212,1.305406648,4.876839722,0.082711164,0.057071162,0.054383772,0.002063688,0.004786469,0.086229327,0.10156625,0.062160741,0.00032796,1.090298943,0.009399729,0.020120174,0.001391714,0.006612699,0.010060654
Sample-179,M,0.002255385,0.004262847,0.007567737,0.034880012,0.004389807,1.626848344,0.005114814,0.009601393,0.687198847,0.282085973,0.045727084,0.055573989,0.003443144,0.005924137,0.008154457,0.01391073,0.426068018,0.373059365,0.832097464,2.087833106,1.088478303,1.1898739,0.577896466,0.478390325,0.156387377,0.010706464,0.008669041,3.128940238,0.019497804,0.005445236,6.184681798,0.020138648,0.005499094,0.107408496,0.605622779,0.48983643,0.102868211,0.005577283,0.134583459,2.581516991,0.57925722,0.022741897,2.717050676,1.028275903,4.553085767,0.006116211,0.041139142,0.035217123,2.49617266,0.008248941,0.017760749,0.016533722,4.602025575,0.026827986,0.012511254,0.021669263,0.029324341,0.020216594,0.018757624,0.44324729,0.023451663,8.4233095,0.460719697,1.20700348,3.671060972,0.018428401,0.007816182,0.002796856,0.002921586,0.013402572,0.010164547,11.65954008,3.552115806,0.000948767,0.045857222,0.05006544,0.038227468,0.01554811,0.002880486,0.007854,0.015918478,0.002064146,0.005147889,0.008871219,0.007828396,0.003822622,0.021104118,1.009229632,2.634144315,0.036242645,0.738399303,1.543905917,0.049671503,0.006405552,0.024255789,0.029016805,0.039859711,0.437743207,0.431009101,0.649657107,0.014502134,0.012507016,0.004174107,6.216296151,0.592790689,0.755405794,1.09978615,1.524902768,3.383532269,0.000294193,0.212284909,0.007204377,0.464081287,0.059622093,0.148764111,6.41703246,0.181055132,0.430956038,0.123020873,0.004960431,0.855717425,0.337527368,0.073512501,0.000323633,0.01037339,0.012476261,0.013119053,0.001899933,0.007316192,0.011956037
Sample-180,M,0.002072578,0.010405357,0.00721801,0.036890871,0.004048405,3.51693395,0.004506267,0.012358964,0.55079006,0.351579912,0.104866981,0.010380894,0.003401911,0.005521961,0.00785485,0.022314326,1.222073823,1.051302724,2.60364216,2.674005626,2.608362718,7.029251815,0.776729894,1.315092417,0.302605322,0.009810329,0.008009519,2.903213713,0.019579003,0.008044646,4.112221139,0.017794632,0.005576281,0.100761387,1.10529542,0.252310299,0.090294227,0.005527559,0.412410548,0.828489621,1.072104555,0.025479622,1.784992512,1.03062069,2.659130545,0.005567198,0.043963989,0.05251354,2.523255442,0.00736902,0.016241822,0.017577494,4.348687975,0.022737799,0.010056353,0.662424849,0.028160831,0.023773777,0.015989376,0.209904171,0.030275359,0.81323114,0.620183747,0.552872175,5.689728824,0.016553532,0.007032754,0.0278753,0.002644812,0.012226943,0.00939559,0.798869843,1.749276881,0.000835716,0.056012991,0.075966572,0.348607669,0.508112357,0.002672681,0.007030525,0.033615049,0.001857488,0.006816992,0.007912628,0.007049293,0.003788977,0.018847467,3.733951557,1.490990265,0.060646251,0.747764774,3.221531598,0.041454947,0.005648582,0.021179475,0.025975546,0.048372332,0.831356131,1.058350146,1.355096011,0.017162338,0.011323748,0.003775526,1.245775334,4.062487992,1.122893214,2.960817225,0.863718326,7.296138013,0.000285263,0.999782611,0.006722065,2.404026165,0.181739781,1.034794966,2.801936155,0.22439007,0.931074298,0.266674681,0.004847038,0.382364882,0.292139032,0.067070334,0.000285329,0.042153149,0.010008317,0.019651642,0.001432298,0.008153542,0.010664062
Sample-181,M,0.003456066,0.007755827,0.00781653,0.018190745,0.006893017,0.25212938,0.0076901,0.015545511,0.335288545,0.121609804,0.465850999,0.013690364,0.004744644,0.009183109,0.013544123,0.019520049,0.194237571,0.109087487,0.306836442,0.192589281,0.222799248,0.094798472,0.187368031,0.421134175,0.349666249,0.01581947,0.013573257,2.306822968,0.036654924,0.007074945,1.030773309,0.030652551,0.007734006,0.30799752,0.38028477,1.130240411,0.162750931,0.018922502,0.449690365,2.369483945,0.873661306,0.028669652,2.5091369,0.047248641,3.099495738,0.009843026,0.154068897,0.02703071,0.633928421,0.012337898,0.026602032,4.356930597,6.616145666,0.043249633,0.017975433,0.034255041,0.043662899,0.048178247,0.026938121,0.712999724,0.040710406,7.047574801,0.042573431,2.207524972,14.22807015,0.027803534,0.011836578,0.005518473,0.004472105,0.020874923,0.015523845,2.652779529,5.419721452,0.001479732,0.072075774,0.144666821,0.014801713,0.02109507,0.004394971,0.011948991,0.022932134,0.003219092,0.007652147,0.013997564,0.011797467,0.005083012,0.032044815,16.88934292,2.236809384,0.020872146,0.367616888,0.403169499,0.034421197,0.009672837,0.040885728,0.070679462,0.593855045,0.075685112,0.116097004,0.15357107,0.022692736,0.019024475,0.006478663,5.586581316,0.041920077,0.514282124,1.567665808,0.859696674,2.09850928,0.000441432,1.365746816,0.010803289,0.587444399,0.056192605,0.104592375,2.362380361,0.083320873,0.126779225,0.004438694,0.007670551,0.146273535,0.179963365,0.095960048,0.000503035,0.009455378,0.017693992,0.015613211,0.002623211,0.010802094,0.017338332
Sample-182,M,0.002520562,0.005208524,0.00808942,0.044338612,0.005420092,0.194327929,0.005483768,0.01607059,0.946046834,0.101906631,0.051199994,0.009084213,0.00365655,0.006510395,0.010211776,0.063618911,0.066988332,0.090889272,0.093597762,0.108947049,0.116226093,0.118496914,0.030326752,0.376061598,5.71738971,0.011235818,0.009490746,3.441936041,0.023220304,0.0241465,1.775003929,0.021956261,0.006859779,1.200386511,2.273752472,0.428106327,0.428213242,0.028306655,0.591856661,5.029311914,0.518253529,0.035682594,5.929900106,1.023869323,3.162857637,0.006712407,0.216343688,0.072109095,1.546186383,0.008999556,0.019206922,0.260677783,8.663942517,0.03545723,0.014617148,0.026842081,0.037461273,0.030828497,0.01999384,1.510880236,0.08740781,2.867488012,0.057041274,1.805980297,7.333136833,0.02029366,0.008872738,0.003731807,0.003329513,0.014701007,0.012397708,1.331247124,3.242109181,0.001045268,0.076318728,0.797813737,3.228892191,0.015044951,0.003003982,0.042741117,0.063573175,0.002163216,0.005822428,0.009814637,0.008873937,0.00382646,0.023710901,0.267566377,4.116723735,0.114519388,0.628049568,0.175431157,0.397423774,0.007015719,0.026130472,0.047109381,0.049521845,0.039873835,0.043905167,0.159042287,0.014013209,0.014002638,0.004832263,1.562310219,2.228474105,0.217383128,2.264082523,2.071364215,6.470901823,0.000404087,0.293297985,0.0085974,0.692265575,0.140161106,0.275876083,8.60619899,0.089846623,0.086795437,0.009999436,0.005403187,0.576288246,0.139307789,0.079325136,0.000357769,0.317321871,0.013754297,0.018083612,0.001827031,0.014108932,0.013497603
Sample-183,M,0.002507185,0.004487159,0.005399561,0.028409217,0.004753526,0.414653262,0.005237332,0.026373706,0.450670728,0.189958265,0.048628109,0.02122521,0.003988597,0.006373826,0.011238884,0.036250289,0.7884164,0.088978919,0.163615157,0.096604759,0.338601906,0.067308089,0.213036988,0.544845223,7.156279969,0.011225949,0.009491918,2.799954269,0.026053973,0.006664018,0.676476363,0.021353444,0.005385598,0.148371492,0.093010307,0.208292424,0.083865854,0.011506481,0.099806615,2.264626572,1.74822323,0.024343675,1.271032389,0.031722442,2.60524049,0.006504979,0.242813782,0.020031521,1.465393668,0.008663087,0.018683667,2.535699938,7.782885243,0.03147064,0.01552882,0.029471758,0.030093872,0.033391974,0.019181197,0.350233578,0.054845593,0.582329907,0.036689957,0.265059982,22.91920462,0.019069133,0.008915951,0.003254493,0.003127247,0.014350317,0.01312823,0.405287108,0.851085641,0.001027248,0.113604117,0.407353042,1.679753324,0.02302201,0.003119193,0.987256393,1.77424983,0.002187748,0.005518057,0.021086781,0.008414037,0.003539627,0.024945262,0.225504549,1.470979728,0.022063365,0.542809762,0.486595319,0.189976715,0.006681865,0.024734084,0.069079019,0.766848483,0.039419375,0.029967576,0.117886979,0.01492982,0.013271195,0.004465735,0.190261423,0.016624449,1.358604965,2.20483094,0.312079029,6.878211104,0.000317275,0.365522455,0.008283705,10.54127246,1.353484816,5.081657744,0.951385863,0.337000778,0.273894827,0.009519164,0.005206808,0.100895372,0.113437337,0.059621821,0.000490523,0.028500292,0.012225501,0.022798702,0.001549277,0.048790537,0.012356918
Sample-184,M,0.00604563,0.010232026,0.0123127,0.027244803,0.010377143,0.166971696,0.011670877,0.024723405,0.210592518,0.137401712,0.097720825,0.017908427,0.007137245,0.014187322,0.020197134,0.026526662,0.357631436,0.034045458,0.150398724,0.210483215,0.130497436,0.226491813,0.155587996,0.140888434,1.628836839,0.024508875,0.021258501,1.514348821,0.047561419,0.012231269,0.993123736,0.048439455,0.011780483,0.796463735,0.149951573,0.270606577,0.160327475,0.021103289,0.112243603,1.361955669,0.648390558,0.044052665,1.171289577,0.063915012,2.073525416,0.014439134,0.186292281,0.047762596,0.840832908,0.01950034,0.041884749,0.088527564,2.004311463,0.046796391,0.02501981,0.053308801,0.066542633,0.046063813,0.042473143,0.105899004,0.045491845,1.586494958,0.067795388,0.395601932,14.35394518,0.043501614,0.019264844,0.007329306,0.007176568,0.031889161,0.023844414,0.8120693,1.138707518,0.002537278,0.099989258,0.109287194,0.027816105,0.035115598,0.006687383,6.404853289,3.364554436,0.004785182,0.01185994,0.021733777,0.018704074,0.007984447,0.050552723,0.192866608,0.687089059,0.026991153,0.634356717,0.123208195,0.163191608,0.014614509,0.055789383,0.074760847,35.59101791,0.865148208,0.064187855,0.339357781,0.029642213,0.029116647,0.010280143,1.957030747,0.028439347,0.947578664,0.618643385,0.276971039,2.095722675,0.000752177,0.227276594,0.016589664,2.88712431,1.339828466,3.293121166,0.249179022,0.36295775,0.124551066,0.004994367,0.011656399,0.225487836,0.219233207,0.124828821,0.001297235,0.228797001,0.025624698,0.029149308,0.003457276,0.060005664,0.025666751
Sample-185,M,0.007638323,0.012632062,0.016637144,0.030455056,0.014556468,0.446733059,0.016288884,0.021803715,0.28980913,0.18590434,0.13124513,0.021021416,0.009375773,0.019540438,0.02778169,0.036724149,0.278881599,0.039229887,0.187452619,0.397199985,0.207737887,0.362176956,0.126640647,0.109026352,1.722910442,0.032747573,0.028573994,1.255483404,0.062734466,0.032210825,0.499648526,0.066676661,0.046976318,1.242805729,0.23562388,0.13176835,0.214755897,0.06405119,0.160085617,0.483996539,0.50264233,0.058401928,0.509386235,0.086730277,1.36184754,0.020171512,0.170694656,0.059658073,0.629632208,0.026880099,0.056787817,2.125885121,1.331937411,0.065571593,0.036242278,0.067326216,0.089548895,0.054417373,0.059517084,0.107071446,0.062507877,0.36434466,0.088342714,0.152885633,5.346996722,0.059203816,0.026947274,0.008067902,0.009838088,0.043735492,0.034988803,0.331713804,0.52316562,0.003603093,0.133943003,0.146926869,0.063129183,0.04609217,0.009002126,4.40163449,6.136882561,0.006673359,0.016108346,0.028995813,0.026192982,0.011303205,0.069088657,0.508724756,0.355219151,0.034350274,0.412286308,0.17358506,0.083568093,0.019829262,0.076549342,0.099898378,44.68226156,1.202641396,0.0851077,0.514685543,0.039349494,0.038697829,0.014016054,0.616660389,0.041180246,0.330218129,0.217604068,0.175488205,2.054466737,0.001093053,0.312118434,0.021548266,3.556160776,1.8915208,4.566446847,0.165947657,0.802428176,0.157459115,0.018713951,0.016236718,0.694255716,0.284493755,0.167826404,0.001761828,0.443941317,0.036222361,0.035554681,0.006163867,0.158711008,0.034800813
Sample-186,M,0.002453711,0.005917851,0.00806887,0.024052813,0.005264251,3.25107648,0.006030567,0.012612285,0.259853025,1.453474057,0.125355747,0.01481464,0.00351526,0.006897875,0.011291312,0.014364269,0.417705166,0.221952024,0.631967933,2.916792994,2.539257752,0.436610091,0.541731458,0.549170476,2.832917722,0.012148113,0.010838917,2.219500971,0.03163881,0.012048513,1.276934036,0.02382338,0.009942104,0.390298055,0.733618874,0.338330275,0.157292803,0.007334734,0.386492557,1.827547846,1.023007788,0.025840605,1.29943505,0.637787153,3.095429294,0.007776401,0.289360301,0.048705128,2.553638048,0.009456847,0.021694161,0.364394681,2.479716454,0.02906473,0.017224944,0.024664118,0.039448726,0.123556203,0.021619415,0.17898784,0.030621761,1.83424344,0.797753131,0.955994996,13.94964092,0.020373928,0.009283937,0.004369725,0.004194794,0.016320836,0.016347753,1.610779048,2.524948748,0.001177322,0.321389428,0.072716335,0.013673575,0.017563248,0.003634368,0.01100951,0.025348571,0.002478979,0.005711607,0.01402281,0.009463304,0.004475643,0.025818857,5.366606697,1.372612285,0.057804783,0.96592288,1.787101627,0.029630312,0.007614813,0.027627223,0.243542211,8.357471963,0.439335501,0.213712894,0.778104449,0.02138333,0.014105605,0.005154757,4.50109356,0.612273985,5.941259347,0.516921579,0.63715359,3.341406152,0.000595566,1.091919616,0.008144627,0.44528457,0.07251438,0.21795474,1.136556443,0.131462261,0.985774932,0.616565006,0.007799769,0.862118603,0.55582069,0.197750355,0.00175046,0.029817685,0.014371473,0.028026369,0.002577072,0.016115344,0.014137424
Sample-187,M,0.001737941,0.005106788,0.006306045,0.021501542,0.003699463,1.858957353,0.003846131,0.011002537,0.247793919,1.606914273,0.103399325,0.013401564,0.003090341,0.004683692,0.008287338,0.011592425,0.269523887,0.137519782,0.393876867,1.905739653,1.513234454,0.274961446,0.466759259,0.335254631,4.180652635,0.008036114,0.006820274,2.528494999,0.026019312,0.008107098,1.417419931,0.015610386,0.006079317,0.312525217,1.064610143,0.452151082,0.147903465,0.006864763,0.422109826,1.773595069,1.080562479,0.020641575,1.438186404,0.762753181,3.218824325,0.004755388,0.242436779,0.047023303,3.11319516,0.006734194,0.014427862,0.597643371,2.70670305,0.022499246,0.013956703,0.018033782,0.026385947,0.128288833,0.013823569,0.139099033,0.024111394,2.342641842,1.051301045,0.881547195,18.00481554,0.014317502,0.00609656,0.004038097,0.00295627,0.010873629,0.012002739,1.503201202,2.588539995,0.000757547,0.363249391,0.063927933,0.009519269,0.011061341,0.003532366,0.0082911,0.02298574,0.001851949,0.003819886,0.008910375,0.006006005,0.003368995,0.016923639,6.05397665,1.302213859,0.062454315,1.129376198,1.056878257,0.023911213,0.00507575,0.017965746,0.276679473,4.109764522,0.229002805,0.144336837,0.572447778,0.012409534,0.010098434,0.003770987,4.721898325,0.827953751,6.352824887,0.47471625,0.599675808,3.68358268,0.00047908,1.142563709,0.005696283,0.5017877,0.069729102,0.223694244,1.410464628,0.117771466,0.478873769,0.398725001,0.004947497,0.977004679,0.548321769,0.179851753,0.003731671,0.024008825,0.010808363,0.0315041,0.006827027,0.010186432,0.010195818
Sample-188,M,0.001786096,0.003500012,0.005469504,0.025368868,0.004253218,1.265684348,0.003844969,0.011356449,0.266659131,1.74814283,0.153391647,0.008351638,0.002322271,0.004674702,0.006838252,0.010055551,0.361647104,0.242338067,0.771061921,0.830723525,1.01903151,0.228863152,0.34989869,0.924048516,8.860393696,0.007960825,0.006821637,1.173511523,0.024189794,0.004910126,1.271538876,0.015485993,0.005120529,0.285547015,0.899209434,0.338210325,0.165075521,0.005323252,0.491395626,0.493096397,0.758266855,0.026082414,1.22739696,0.89601061,2.061907964,0.004795666,0.245181635,0.061958612,2.692522826,0.006770089,0.013901793,0.104413125,1.971566464,0.021355359,0.046781618,0.016844652,0.026522429,0.128819167,0.013863277,0.127918513,0.016632794,2.176111328,0.735187771,0.292593193,21.6347481,0.014182837,0.00654808,0.002189595,0.00245235,0.010384213,0.022376881,0.523663562,3.188997724,0.000724256,0.073404255,0.041477622,0.00751958,0.010266974,0.002655079,0.006002266,0.012964644,0.001545538,0.003953626,0.00705947,0.006127231,0.002934788,0.017667696,11.64679448,1.412643828,0.103688869,0.411331344,1.064073981,0.023516006,0.004918628,0.017907833,0.138914155,1.901415743,0.153348335,0.125272065,0.660158052,0.012595667,0.009508219,0.003582544,1.004099218,0.686751562,6.036762582,0.913245954,0.209111851,2.72520208,0.000281485,2.626709722,0.005463717,0.324225266,0.074600103,0.23084361,2.591705994,0.18189639,0.648454766,0.137016641,0.004400721,1.187199368,0.810540285,0.270671636,0.000527591,0.018409297,0.009651528,0.008919331,0.003317751,0.016910022,0.013057757
Sample-189,M,0.002357261,0.004565628,0.005827711,0.030036475,0.00485135,3.408844654,0.005886328,0.013338497,0.273134182,0.12244561,0.101517001,0.010551914,0.004839692,0.006026883,0.013332488,0.014058999,1.195363378,1.572792646,3.545998049,1.645106182,2.284117397,1.641803653,0.648632824,5.759972363,3.903086852,0.010987003,0.009911838,2.290737714,0.043906849,0.03207261,1.49957385,0.021808726,0.008923842,0.167047867,2.066768,0.300057505,0.221547358,0.005928931,0.156217014,2.656240605,0.557891978,0.033507914,1.544328613,0.204132994,2.10554066,0.006213525,0.712245983,0.111623316,1.143076733,0.008494534,0.01808105,0.013546024,6.500156939,0.061314759,0.045125179,0.024193615,0.0967289,0.369450842,0.019716954,0.506105613,0.02599917,1.929449937,0.032579766,0.681333056,10.37011121,0.018870289,0.009965117,0.003190619,0.004449736,0.014040609,0.039404375,1.0472134,2.140054212,0.00115412,0.124347599,0.129504436,0.084040848,0.01492072,0.003114759,0.008400219,0.022292981,0.00217838,0.005124045,0.009718435,0.008562225,0.004165032,0.024565596,0.828511785,2.290514048,0.035842377,0.529800569,3.779697103,0.131201268,0.007133376,0.025089445,0.037711028,1.664489786,0.696369067,0.77459662,2.409851783,0.121045809,0.012438273,0.005560112,1.24330728,0.034614463,0.31651364,3.856470799,1.443757862,5.558001028,0.000940337,0.167693059,0.007140744,0.525678132,0.068129142,0.142930893,3.018245458,1.149325495,1.795229082,0.039967309,0.005247228,0.155520457,0.132235059,0.086756904,0.000369687,0.024100166,0.014434105,0.011898769,0.002007761,0.286187306,0.013000641
Sample-190,M,0.001894891,0.007195509,0.009492582,0.019563247,0.02785511,1.256972617,0.004943705,0.033647263,0.146890861,0.227757126,0.095044643,0.005888866,0.243674377,0.005178433,0.006973598,0.09722661,2.012586453,1.058015957,5.592079258,0.658145785,1.345600408,0.761958601,0.616530414,1.106816836,1.450026297,0.023602157,0.006969997,1.432237337,0.026157386,0.031357521,0.298442493,0.016284693,0.004647927,1.352079557,0.180281477,0.058389053,0.363612655,0.018830674,0.236639658,0.1944837,0.229543131,0.068976738,0.717138457,0.038398388,1.324461266,0.004911444,0.388500045,0.023595425,0.286238851,0.006675272,0.018536845,1.323625678,1.821311353,0.057627836,0.027478852,0.318918449,0.088032085,0.07710506,0.014385513,0.074912844,0.1139532,0.287387294,0.042802129,0.068157552,18.22407007,0.014650699,0.009390603,0.010744027,0.013503147,0.010862962,0.058466815,0.139461468,0.856210865,0.000802066,0.358758303,2.196799663,3.362656381,0.013472337,0.146847211,4.491720832,5.800626508,0.001717851,0.006801773,0.007443359,0.009056123,0.003562687,0.017401465,1.411494054,0.335432169,0.040333759,0.219872888,4.220094194,0.021669119,0.005302189,0.019267033,0.030561602,9.400825697,1.218017071,0.968314039,1.251408157,0.015862614,0.024208824,0.014370615,0.372349426,0.275243829,0.667136485,0.155908288,0.093887876,0.870745611,0.005671757,0.272028689,0.018535534,1.384487221,1.957930212,4.260503708,0.58640349,2.727277125,0.876550773,0.022799696,0.004106997,0.076848366,0.662211543,0.101282426,0.007910967,0.855532237,0.024728534,0.20840387,0.00892896,0.061180262,0.030695436
